Vmag,Plx,e_Plx,B-V,SpType,Amag,target
6.66,7.63,1.03,1.122,K1III,16.072622689774402,1.0
9.01,1.71,1.1,1.064,G8IV,15.174980551960768,0.0
9.89,32.3,2.1,1.197,M0IV,22.436012611655514,0.0
8.2,2.04,1.3,1.016,G2III,14.748150837129494,1.0
8.16,4.04,0.65,0.33,A6V,16.191906825553026,0.0
7.43,1.65,0.59,1.618,K4/K5III,13.517419721069531,1.0
9.95,25.99,1.02,0.963,K3:V:,22.024031397505063,0.0
7.81,6.58,0.56,0.064,A2V,16.901129468069776,0.0
8.37,2.62,1.13,0.002,A0V,15.461506456598727,0.0
8.82,0.49,1.4,0.591,O9Vp,12.27098040014257,0.0
7.55,3.69,0.57,0.932,G8IIICN...,15.385131830795302,1.0
7.34,5.33,1.19,1.131,K1III,15.973636045132862,1.0
8.64,3.85,1.11,-0.004,B9V,16.567303647542502,0.0
9.14,8.31,1.07,0.512,G0V,18.738005118920555,0.0
7.73,2.97,0.74,1.378,K2/K3IV,15.093782246586063,0.0
9.15,3.36,0.84,0.36,F2V,16.78169638694922,0.0
8.44,5.14,1.34,1.454,K0V,16.99481559497638,0.0
7.96,12.55,1.12,0.51,F6V,18.453218629085285,0.0
8.05,5.17,1.02,0.829,G5IV:w...,16.617452715469714,0.0
6.04,4.42,0.85,1.663,M1III:,14.267111346745459,1.0
5.36,6.38,0.76,1.239,K1III,14.384103393605812,1.0
9.51,4.38,0.94,0.483,F5IV/V,17.7173705525205,0.0
4.76,18.55,0.64,0.025,A0Vn,16.101719569755325,0.0
7.98,0.75,0.6,1.663,K5III,12.355306316958501,1.0
8.14,16.29,0.88,0.632,G1/G2V,19.199605421542547,0.0
7.04,3.14,0.72,-0.126,B8III/IV,14.524648240366073,1.0
7.66,6.76,0.83,0.012,A1V,16.80973347970818,0.0
9.1,1.1,0.79,1.227,K2III,14.306963425791125,1.0
5.79,1.77,0.68,-0.155,B3II/III,12.029866331809032,1.0
8.97,3.41,0.8,0.927,G6III,16.63377189496249,1.0
7.89,1.58,1.13,0.298,B0.5III,13.883285434772112,1.0
8.52,3.92,1.25,1.689,M1III,16.486430335102284,1.0
9.12,1.42,0.86,0.016,A0V,14.881441721915282,0.0
6.27,5.17,1.09,-0.094,B9IIIsp...,14.837452715469713,1.0
7.97,1.65,0.96,1.157,G8III/IV,14.057419721069532,1.0
7.76,4.58,0.67,-0.075,A0IIIp...,16.064327390019344,1.0
6.22,8.17,0.84,-0.043,B9V,15.781110282662077,0.0
6.9,4.97,0.86,1.141,K1III,15.38178194366666,1.0
8.15,4.3,0.73,0.445,F3IV/V,16.317342277897936,0.0
9.13,21.97,0.82,0.861,K2V,20.839150284602553,0.0
9.16,14.07,0.86,0.655,G5V,19.90147048717373,0.0
6.91,16.27,0.56,0.513,F6V,17.966937764684296,0.0
7.32,4.25,0.91,0.069,A1V,15.461944650251558,0.0
7.86,1.94,1.23,-0.014,B8V,14.299008649651132,0.0
7.96,9.66,0.61,0.388,F3V,17.884885632077467,0.0
8.68,25.4,0.82,0.837,K0V,20.70416858309969,0.0
7.9,4.75,0.66,1.073,K1IIICNIV,16.283468048124334,1.0
6.9,11.6,0.97,0.47,F7V,17.22228994613459,0.0
8.96,1.41,0.92,1.238,K1III,14.7060955632769,1.0
8.07,4.69,0.65,-0.018,A0V,16.425864213575416,0.0
7.67,1.89,1.12,1.13,K1V,14.05230902086622,0.0
4.44,21.88,0.95,0.032,A2Vs,16.14023658830697,0.0
6.29,4.16,0.68,1.473,K3III,14.385466653133715,1.0
8.57,6.06,1.35,0.1,A1V,17.48236312083143,0.0
6.86,8.99,0.53,0.905,G8III/IV,16.628798458666143,1.0
7.3,3.88,0.79,1.45,K3III,15.244158627971036,1.0
6.61,36.32,0.9,0.562,F8V,19.41072919924524,0.0
9.15,4.13,0.81,1.224,K1III,17.229750258282007,1.0
5.76,8.24,0.53,-0.08,B9V,15.33963605848558,0.0
5.27,3.96,0.8,-0.177,B2.5V,13.258475929627561,0.0
8.69,1.87,2.26,0.294,B1V:p:,15.049208032682495,0.0
7.91,12.2,0.64,0.389,F3IV/V,18.341799153373742,0.0
9.36,1.44,0.96,1.341,K1III:,15.151812460476247,1.0
6.61,4.63,0.59,1.254,K2/K3III,14.937904955089767,1.0
8.24,3.99,0.96,1.144,K1III,16.24486447843374,1.0
8.54,3.73,0.82,1.124,G8III,16.39854415904344,1.0
8.17,7.92,0.66,0.321,F2V,17.66362590794747,0.0
8.6,1.19,0.76,1.5,K3/K4III:,13.977734806962655,1.0
8.19,4.67,0.85,0.927,G8/K0III,16.536584402830563,1.0
6.67,7.73,0.92,-0.026,B9V,16.110897469591627,0.0
8.19,3.87,0.94,0.02,A0V,16.128554825094557,0.0
8.48,3.37,1.93,0.269,A9V,16.118149504356694,0.0
4.91,6.44,0.73,1.613,M1III,13.95442933679906,1.0
6.95,7.55,0.6,1.171,K1/K2III,16.33973475814594,1.0
8.99,9.78,1.1,0.49,F5/F6V,18.94169427393801,0.0
7.92,5.8,0.92,0.246,A9V,16.737139967814684,0.0
6.61,38.92,0.56,0.657,G4V,19.560864157981573,0.0
9.02,11.1,0.75,0.585,G0V,19.246614893933288,0.0
8.61,10.47,0.75,0.468,F5Vw...,18.70973340839421,0.0
9.83,35.74,1.53,1.273,K7V,22.595772740848126,0.0
8.68,6.8,0.8,0.402,F0V,17.84254456353118,0.0
7.64,3.82,1.02,0.958,G6III,15.550316814558542,1.0
7.85,7.0,0.71,0.149,A1/A2V,17.075490200071286,0.0
3.02,9.7,0.58,-0.16,B2.5V,12.953858671331224,0.0
9.56,6.52,0.86,0.389,F2V,18.631237978659602,0.0
6.81,3.2,0.56,1.18,K1III,14.33574989159953,1.0
8.05,3.75,0.68,0.33,F0V,15.920156338638595,0.0
9.04,8.27,1.03,0.472,F5V,18.627527547762732,0.0
7.58,2.14,1.19,1.23,G7III,14.232068866745955,1.0
9.48,6.51,1.57,0.118,A0Vn...,18.547904942840958,0.0
6.49,5.1,0.66,1.132,K0III,15.027850880489682,1.0
7.57,1.68,1.02,1.414,K4III,13.696546408629315,1.0
5.55,1.62,0.53,-0.182,B3V,11.597575072713155,0.0
8.74,8.95,0.86,0.972,K0V,18.499115176579558,0.0
7.92,2.33,0.67,1.404,K2III,14.756779605130095,1.0
8.59,3.37,0.8,-0.075,B8V,16.228149504356693,0.0
8.98,0.32,1.32,0.221,A0V,11.505749891599532,0.0
9.32,4.74,1.07,0.932,G8V,17.698891708370425,0.0
8.17,3.82,0.69,1.285,K3III,16.080316814558543,1.0
7.44,2.46,0.72,-0.113,B8V,14.394675535516896,0.0
8.23,4.54,0.91,1.38,K3III,16.515279264285518,1.0
6.54,0.15,0.85,-0.104,B5III,7.420456295278406,1.0
7.31,8.68,0.54,1.036,K0III,17.00259862588246,1.0
7.88,5.46,0.73,0.782,G3V,16.565963213523688,0.0
7.65,6.84,0.59,0.234,A6III,16.82528050860058,1.0
7.48,5.35,0.91,0.801,G6V,16.12176891010614,0.0
6.99,10.01,0.71,0.372,F3V,16.99217038739659,0.0
8.21,3.04,0.64,0.046,B9.5V,15.62436791804377,0.0
8.33,15.84,0.67,0.595,G0V,19.328775886267373,0.0
7.34,3.8,1.1,-0.1,B6V,15.23891798308405,0.0
8.43,11.79,0.69,0.633,G0V,18.787569025475445,0.0
8.09,1.65,1.04,0.018,A0V,14.177419721069532,0.0
9.4,3.65,0.93,0.532,F6/F7V,17.211464322282374,0.0
8.03,5.76,0.96,0.078,A0V,16.832112417116058,0.0
8.51,8.1,1.45,0.332,A9V,18.05242509439325,0.0
7.7,1.57,0.58,-0.125,B7V,13.67949826204617,0.0
6.41,9.64,1.29,0.048,A1Vs,16.330385169514155,0.0
9.18,4.67,1.2,0.559,F6/F7IV:,17.52658440283056,0.0
8.12,2.55,1.12,0.796,F8III,15.152700902169775,1.0
8.81,1.49,0.76,0.059,A1V,14.675931342061372,0.0
7.54,3.45,0.92,-0.082,B7/B8III,15.229095475366371,1.0
8.0,7.96,0.8,0.546,F6/F7IV,17.504565338688344,0.0
8.36,10.51,0.64,0.438,F2IV,18.46801358014121,0.0
5.48,1.95,1.53,0.002,B1Vpe SB,11.930173056812592,0.0
6.96,5.83,0.5,0.233,A7III,15.788342773795069,1.0
7.63,3.65,0.82,1.343,K2III,15.441464322282373,1.0
6.3,9.76,1.05,0.251,A4.5V,16.247249088333458,0.0
6.32,7.81,0.96,1.1,G9:III:,15.783255169386502,1.0
7.72,15.66,1.35,0.506,F6V,18.693958788609624,0.0
8.48,35.92,1.11,0.915,K2V,21.256681639976335,0.0
8.59,7.8,0.74,0.445,F3/F5V,18.050473013452404,0.0
7.73,22.64,0.94,0.619,G3/G5V,19.50438211258117,0.0
7.9,0.91,0.9,0.993,G8/K0III,12.695206961605468,1.0
9.36,7.89,0.9,0.774,G6IV/V,18.8453850160471,0.0
8.09,6.17,0.91,0.436,F2V,17.041425820166207,0.0
6.79,2.65,0.51,1.654,M3III,13.90622936968404,1.0
7.63,24.33,0.92,0.686,G4V,19.560710544654093,0.0
8.11,14.58,0.87,0.56,F7V,18.92878761990978,0.0
5.34,17.54,0.73,0.448,F5III...,16.560147945150106,1.0
9.48,0.71,1.57,0.26,A1V,13.736291743595377,0.0
6.74,13.84,0.51,0.227,A5V,17.445680450603696,0.0
8.98,21.14,0.73,0.793,K0V,20.605524914857035,0.0
8.6,2.74,0.81,1.458,K4III,15.78875281410194,1.0
9.25,18.67,0.86,0.76,K0IV/V,20.605721589745393,0.0
9.12,16.61,1.01,0.655,G6V,20.22184816225697,0.0
7.57,1.83,0.81,1.533,K4/K5III,13.882255448652149,1.0
6.05,7.73,0.88,0.153,A3V,15.490897469591626,0.0
7.24,4.95,0.7,1.026,K0III,15.713025994667845,1.0
6.51,7.05,0.84,1.15,K0III,15.750945584956993,1.0
9.08,0.75,1.71,0.003,A0IV/V,13.4553063169585,0.0
7.89,4.57,0.72,1.074,K0III,16.189581000349254,1.0
7.84,0.82,0.91,1.358,K2III,12.409069261918583,1.0
8.31,10.15,0.93,0.436,F3V,18.342330211246157,0.0
8.9,0.79,1.03,0.006,A0V,13.388135456452208,0.0
8.91,1.49,0.84,1.526,K3III,14.77593134206137,1.0
6.84,3.23,0.53,-0.104,B8IV,14.386012611655515,0.0
7.97,2.51,1.38,0.579,F8III,14.96836860740519,1.0
6.53,42.56,0.49,0.614,G1V,19.67500809643496,0.0
9.54,7.52,0.82,0.489,F5V,18.92108920295821,0.0
6.0,15.87,1.0,0.319,F0III,17.002884633774244,1.0
9.04,4.21,0.83,0.958,G8III/IV,17.16141047917834,1.0
5.56,5.48,0.5,1.51,K5III,14.253902792421844,1.0
9.43,8.06,0.88,0.818,G6IV/V,18.961675209025454,0.0
8.67,6.49,0.74,0.582,F8V,17.731223484001845,0.0
1.98,6.53,0.66,-0.24,B1II/III,11.05456590637537,1.0
8.03,2.1,0.67,0.88,G5III,14.641096473669595,1.0
8.02,3.69,0.97,1.369,K3III,15.855131830795301,1.0
8.51,2.69,0.9,1.217,K1III,15.65876140001204,1.0
8.16,8.43,0.71,0.542,F8IV/V,17.789137873123714,0.0
8.45,1.04,0.79,1.25,K1III,13.535166696493901,1.0
6.73,3.42,0.55,1.139,K1III,14.400130530280675,1.0
2.87,14.07,0.93,1.621,M3IIIvar,13.61147048717373,1.0
7.37,34.02,0.75,0.663,K0/1V (+G),20.028671546382753,0.0
8.78,2.89,0.79,1.221,K0/K1III:,16.08448921378274,1.0
6.56,2.93,0.75,-0.148,B5V,13.894338101770547,0.0
6.3,3.05,0.51,1.612,M1III,13.72149919673393,1.0
6.47,7.12,0.75,1.075,K1III,15.732399968184282,1.0
8.1,3.14,0.6,0.043,A0V,15.584648240366073,0.0
8.26,5.83,1.07,-0.043,B7V,17.08834277379507,0.0
8.82,3.46,0.73,0.954,K0IIICN...,16.51538049396388,1.0
8.51,7.06,0.68,0.489,F5V,17.75402350525902,0.0
8.39,3.57,0.81,1.298,K3III,16.153341080560967,1.0
6.31,9.81,0.59,0.893,G8III,16.268345036899742,1.0
8.41,15.43,0.71,0.741,G5V,19.35182963031574,0.0
7.68,13.53,0.72,0.42,F3V,18.336488982988115,0.0
6.96,10.61,0.94,0.225,A8IV,17.088576919506703,0.0
6.41,2.97,0.98,-0.149,B3V,13.773782246586062,0.0
6.66,8.37,0.87,0.063,A2V,16.2736272899663,0.0
8.0,2.51,1.2,0.249,B2V:pe,14.99836860740519,0.0
7.17,1.04,0.79,1.669,M1III,12.255166696493902,1.0
9.04,2.4,1.34,0.254,O9V,15.94105620855803,0.0
6.99,4.29,0.78,1.068,K1/K2III,15.152286460923621,1.0
7.22,4.45,0.79,1.346,K2/K3III,15.461800054904657,1.0
8.15,1.84,0.92,1.01,K0III,14.474089115047683,1.0
8.62,11.65,1.52,0.662,K0V+...,18.95162962681019,0.0
10.0,1.12,0.97,0.182,A2V,15.24609011335091,0.0
8.05,3.07,0.93,-0.005,B9V,15.485691877385934,0.0
7.43,10.53,0.73,0.428,F3V,17.542141855927433,0.0
6.57,6.25,0.79,0.307,A9/F0IV,15.549400086720377,0.0
8.07,0.89,1.0,0.902,G8III,12.816950033224565,1.0
6.89,2.48,0.59,-0.096,B5V,13.862258404131083,0.0
4.39,25.39,1.02,0.215,A5IV,16.41331350436861,0.0
6.27,2.07,0.82,1.534,K2/K3III,12.84985172728459,1.0
6.72,41.09,10.14,0.45,F5V,19.788680706309357,0.0
6.47,10.22,0.47,0.12,A3V,16.51725447899347,0.0
6.61,1.31,0.87,-0.126,B8III,12.196356478278823,1.0
8.74,9.43,0.87,0.498,F6/F7V,18.612558463686643,0.0
5.61,4.68,0.63,1.561,K5III,13.96122926537062,1.0
7.86,15.55,0.69,0.71,G6V,18.818651966814283,0.0
8.3,1.54,0.71,1.46,M5III,14.237603604182317,1.0
5.62,10.58,0.6,1.027,K1II/III,15.742428338495834,1.0
9.0,3.37,1.72,0.35,B5III,16.638149504356694,1.0
7.72,6.79,0.6,0.446,F2IV,16.87934887140251,0.0
6.24,3.87,0.86,-0.06,B8Vn,14.178554825094558,0.0
8.23,6.65,0.84,0.485,F3IV/V,17.344108226515523,0.0
8.0,2.52,0.71,1.065,K0III,15.007002703907721,1.0
8.44,0.0,1.26,0.042,B1Vne,-inf,0.0
6.84,7.67,0.62,0.932,G6/G8III,16.263976819744904,1.0
7.85,3.89,0.9,0.7,F3IV,15.799748006628539,0.0
5.21,7.76,0.74,1.23,K3III,14.659308606290942,1.0
7.87,4.3,1.06,-0.07,A0III,16.037342277897935,1.0
6.68,3.03,0.68,0.948,K0/K1III+..,14.087213142511525,1.0
5.78,11.37,0.45,-0.001,A0V,16.058802323438673,0.0
9.01,1.2,0.93,-0.015,A0III,14.405906230238124,1.0
9.16,7.03,0.77,0.806,G8V,18.39477662509912,0.0
7.62,7.27,0.59,0.327,A8III,16.92767205429519,1.0
6.12,1.7,0.75,-0.076,B4V,12.27224460689137,0.0
6.95,3.65,1.79,0.2,A9V,14.761464322282373,0.0
8.51,1.2,0.68,1.23,K2III,13.905906230238124,1.0
8.33,3.99,0.85,0.988,G8III,16.334864478433744,1.0
9.1,1.89,0.93,1.254,K1III:,15.48230902086622,1.0
6.67,35.85,0.52,0.673,G5V,19.442445800019094,0.0
7.98,14.94,0.88,0.53,F6V,18.8517529873969,0.0
8.86,4.23,0.76,0.927,G5IV/V,16.99170183687521,0.0
6.45,31.46,0.52,0.66,G3III/IV,18.93879359143634,1.0
7.75,1.92,1.04,1.293,K0V,14.166506143517749,0.0
8.3,0.86,0.74,1.569,K5III,12.972492256217839,1.0
8.42,1.22,1.7,0.126,O7.5V,13.85179915337374,0.0
6.35,3.92,0.96,1.21,K2III,14.316430335102286,1.0
8.66,16.11,0.76,0.661,G5V,19.695477702096092,0.0
6.37,45.38,0.63,0.626,G2V,19.654322457744588,0.0
8.56,3.06,0.81,1.161,K1III,15.988607132407902,1.0
6.3,6.24,0.53,-0.049,B9V,15.27592294841212,0.0
7.91,1.37,0.74,1.505,K4III,13.593602835782033,1.0
8.76,5.36,1.4,0.382,F0V,17.40582394846385,0.0
8.42,4.34,0.91,0.2,A2/A3V,16.607448647562556,0.0
8.61,4.2,1.09,1.2,K2III,16.726246451989503,1.0
8.97,10.21,0.86,0.655,G3V,19.015128710434553,0.0
6.7,3.59,1.03,-0.055,B8IIIn,14.475472242891595,1.0
6.35,8.47,0.87,1.063,G9III,15.989417051653534,1.0
8.11,14.41,0.97,0.614,G2V,18.903319904069946,0.0
8.51,1.64,0.73,1.173,K1III,14.58421924023849,1.0
9.33,9.03,0.92,0.74,G3/G5IV/V,19.108438751567526,0.0
6.26,4.59,0.51,-0.119,B6V,14.569063427686306,0.0
8.98,4.77,0.88,0.698,G3V,17.37259189520057,0.0
7.56,3.85,1.21,1.274,K1III,15.487303647542504,1.0
9.38,9.78,0.87,0.552,F6V,19.33169427393801,0.0
7.54,11.2,0.53,0.406,F0V,17.78609011335091,0.0
7.92,3.56,1.05,0.132,A2IV,15.677249989864377,0.0
8.77,1.03,1.06,1.136,K1/K2III,13.83418612352586,1.0
8.81,20.25,0.91,0.716,G5V,20.34212513775344,0.0
5.88,30.22,0.92,0.564,F8V,18.281472300015032,0.0
8.8,0.88,2.36,1.281,M2/M3III,13.522413360750845,1.0
6.66,2.76,0.87,-0.032,B9V,13.86454541032609,0.0
8.46,3.37,0.69,0.134,A5V,16.098149504356694,0.0
8.91,0.38,1.05,-0.141,B5Vn...,11.80891798308405,0.0
9.1,4.38,0.87,0.935,K0III,17.307370552520496,1.0
8.23,8.06,0.67,0.385,F2IV,17.761675209025455,0.0
8.26,1.49,0.67,1.46,K2IV,14.12593134206137,0.0
8.38,3.43,0.88,1.112,K1III,16.056470600213853,1.0
10.03,1.21,1.16,1.61,F5V,15.44392685158225,0.0
8.82,14.94,1.55,0.68,G2III,19.691752987396903,1.0
8.47,3.27,1.22,1.371,K3III,16.04273876330143,1.0
5.37,12.25,0.49,0.971,G8III,15.810680443502758,1.0
6.24,6.44,0.62,1.353,K3III,15.284429336799061,1.0
6.63,2.28,1.21,1.111,K1III,13.419674235002269,1.0
6.05,5.64,1.23,0.02,A2Vn,14.806395519916713,0.0
8.23,2.08,1.0,-0.069,B8V,14.820316674813808,0.0
7.18,9.85,1.07,0.273,A4V,17.14718115248806,0.0
8.08,30.69,0.81,0.719,K0V,20.51498444215911,0.0
7.31,5.6,0.82,-0.072,B7V,16.050940135031002,0.0
8.69,5.43,0.66,0.516,F5V,17.363999147944234,0.0
8.26,5.18,0.63,1.135,K2III + F/G,16.831648798726164,1.0
6.89,2.51,0.68,-0.022,A0V,13.88836860740519,0.0
6.85,1.61,1.22,0.613,F6V,12.884129380159248,0.0
9.07,5.57,1.42,0.556,F6V,17.799275975868646,0.0
5.76,4.83,0.52,-0.061,B9V,14.179735653757561,0.0
7.07,4.07,0.69,1.016,K0III,15.1179720461261,1.0
7.04,5.54,0.72,0.219,A5Vs,15.75754882364215,0.0
6.51,5.89,0.79,-0.027,A0V,15.360576473935508,0.0
6.33,3.15,0.87,1.018,G9III,13.821552768948003,1.0
7.31,0.62,0.64,1.722,K3III,11.271958447491269,1.0
7.06,4.42,0.67,1.585,K5/M0III,15.287111346745458,1.0
6.4,5.86,0.74,0.145,A4V,15.239488080090455,0.0
10.8,2.85,2.26,0.627,G0V,18.07422430004255,0.0
7.14,5.22,1.16,1.228,K0III,15.72835251501131,1.0
9.02,3.11,0.76,1.23,K0III,16.48380194513419,1.0
9.36,0.74,0.86,0.144,A3V,13.70615859865488,0.0
8.09,4.88,1.11,1.05,G8III-IV,16.532099110013554,1.0
8.74,7.31,0.73,0.464,F5V,18.059586884789304,0.0
8.91,0.73,1.17,0.007,B8III,13.226614300602279,1.0
7.96,3.34,0.65,0.027,A0V,15.578732334057822,0.0
7.84,3.68,1.07,1.025,G8III-IV,15.669239093367588,1.0
8.92,1.1,1.46,0.034,B9V,14.126963425791125,0.0
8.45,1.97,1.1,0.121,A0V,14.922331130807963,0.0
7.51,0.52,0.85,1.663,M1III,11.090016718173995,1.0
8.72,8.32,2.04,0.574,G0V,18.32061663145362,0.0
7.12,4.16,0.87,0.213,A6III,15.215466653133713,1.0
7.69,0.68,0.9,1.644,M1III,11.852544563531183,1.0
6.16,2.69,0.82,-0.151,B2.5V,13.30876140001204,0.0
7.9,1.53,1.0,1.06,G9III,13.823457154087995,1.0
8.77,3.98,1.19,0.109,A0V,16.769415360368438,0.0
6.88,5.09,1.11,-0.038,B9V,15.413588911683792,0.0
7.14,6.65,0.64,0.922,K0III,16.254108226515523,1.0
6.6,13.23,0.97,0.556,F7V,17.207799220937503,0.0
5.87,14.26,0.89,0.07,A3Vn,16.640597627579233,0.0
6.32,5.82,0.81,1.242,K0/K1III,15.144614923249444,1.0
8.43,7.12,0.63,0.623,G0V,17.692399968184283,0.0
7.7,4.38,0.63,-0.012,A0V,15.907370552520497,0.0
8.2,2.95,0.81,0.732,F7V,15.549110079890815,0.0
6.35,7.97,1.12,-0.061,A0Vn,15.857291606980562,0.0
8.38,8.62,0.78,0.444,F3V,18.057536329123565,0.0
7.36,4.28,0.61,-0.02,B8IV,15.517218845065859,0.0
8.05,4.8,0.68,0.116,A2V,16.456206186877935,0.0
5.21,4.78,0.7,1.538,K4III,13.607139483060593,1.0
7.92,4.19,0.82,0.284,A8V+...,16.03107011483148,0.0
9.34,1.42,1.23,0.11,A0V,15.101441721915283,0.0
8.57,10.46,0.71,0.41,F0V,18.667658422656277,0.0
6.7,5.47,0.87,0.037,A1Vn,15.389936631667155,0.0
8.16,1.83,1.03,-0.034,B8V,14.472255448652149,0.0
7.97,9.24,0.64,0.46,F5V,17.798359856100532,0.0
9.25,1.18,1.68,0.774,A5V,14.609410036530626,0.0
6.5,3.02,0.87,-0.155,B4V,13.900034714785752,0.0
9.52,1.61,1.67,1.788,M4IIIvar,15.55412938015925,1.0
5.82,5.38,0.46,1.279,K3III,14.473911378331946,1.0
8.83,4.79,1.82,1.1,G8III/IV,17.231677567072815,1.0
7.16,5.98,0.68,0.794,G3IV/Vw...,16.043505919942056,0.0
6.48,20.09,0.61,0.394,F3V,17.994899683741245,0.0
7.86,0.08,0.86,-0.084,B8V,7.375449934959718,0.0
8.03,0.47,0.94,1.668,M1III:,11.390489289678587,1.0
6.05,33.48,0.64,0.545,F8/G0V,18.673927246606112,0.0
6.97,7.35,0.56,1.219,K2IIICN...,16.301436695420975,1.0
7.6,6.09,0.99,0.164,A3V,16.523086463164375,0.0
8.36,1.21,1.04,-0.028,B8/B9III,13.77392685158225,1.0
9.36,0.85,0.86,0.021,B8V,14.007094628571462,0.0
5.55,4.35,0.86,1.376,K5III,13.742446284773187,1.0
8.15,6.48,0.64,0.397,A9V,17.20787502935297,0.0
5.55,11.15,0.76,1.035,G9III,15.786374336920897,1.0
8.41,22.18,0.8,0.708,G5V,20.139807709065707,0.0
7.81,2.18,0.96,-0.054,B8V,14.502282468023024,0.0
8.53,5.58,0.73,0.187,A5V,17.26317099468789,0.0
8.36,22.53,2.38,0.84,K0V,20.12380595861915,0.0
8.19,5.51,0.67,0.897,K0III,16.895757994258922,1.0
8.83,0.52,1.04,-0.135,B3V,12.410016718173996,0.0
7.48,2.13,0.92,-0.066,B4V,14.121898017193688,0.0
6.95,5.8,1.08,1.192,K0IV,15.767139967814686,0.0
7.82,2.59,0.99,-0.077,B7V,14.88649882040626,0.0
7.68,8.89,0.66,0.914,G8/K0III,17.42450880485107,1.0
6.61,12.66,0.53,0.088,A0V,17.12216852840668,0.0
8.09,3.0,0.88,-0.059,B7V,15.475606273598313,0.0
6.55,10.41,0.93,-0.036,A0V,16.63725364755268,0.0
9.08,3.17,0.84,0.941,G8/K0III,16.585296311088758,1.0
8.56,2.33,0.91,0.998,G8III,15.396779605130096,1.0
9.1,2.24,0.85,1.673,K5/M0III:,15.851240091670814,1.0
6.22,6.06,1.01,0.041,A2Vs,15.132363120831428,0.0
9.02,0.54,0.81,1.079,K0/K1III,12.681968799114843,1.0
5.06,2.41,0.78,-0.175,B2V,11.970085212874341,0.0
8.42,1.49,0.69,1.514,M4III,14.285931342061371,1.0
7.08,6.0,0.85,-0.031,B9III,15.970756251918218,1.0
8.44,3.93,0.71,0.491,F3IV/V,16.411962751877134,0.0
7.55,2.59,1.15,1.602,K5III,14.61649882040626,1.0
9.16,1.03,1.43,0.04,B8IV/V,14.224186123525861,0.0
7.8,4.0,0.82,-0.039,A0IV/V,15.810299956639813,0.0
4.47,8.03,0.58,-0.169,B4V,13.993577726393404,0.0
8.72,1.46,0.78,1.035,G8/K0III,14.541764278922187,1.0
6.03,5.89,0.57,0.103,A4V,14.880576473935509,0.0
6.94,2.91,0.51,0.062,A1IV,14.259464944929537,0.0
7.59,5.73,0.89,1.017,K0III,16.38077310983695,1.0
8.65,6.35,0.72,0.266,A9V,17.66386862645988,0.0
6.48,6.67,0.86,-0.064,B9V,15.600629169582746,0.0
7.63,8.73,0.55,0.513,F5IV,17.335071218527847,0.0
8.5,1.12,0.83,1.431,K3III,13.74609011335091,1.0
6.16,13.09,0.88,1.15,K2III-IV,16.744698232753777,1.0
8.4,1.73,0.94,1.108,K0III,14.590230515643977,1.0
8.66,8.33,0.77,0.525,F6/F7V,18.263225007033938,0.0
7.69,2.16,1.36,1.208,K1III,14.362268755754656,1.0
7.95,3.0,0.75,0.917,G5III-IV,15.335606273598312,1.0
8.85,1.95,1.22,-0.008,B9V,15.30017305681259,0.0
8.54,2.71,0.77,0.075,A1/A2V,15.704846454372028,0.0
5.76,7.69,0.69,1.118,K0III,15.189631699007155,1.0
7.55,4.72,0.55,0.327,F0IV,15.91970999317044,0.0
5.74,3.96,0.71,-0.16,B5IV,13.72847592962756,0.0
8.89,1.46,2.42,0.057,B0.5III,14.711764278922185,1.0
8.35,0.7,1.07,0.997,G8III,12.575490200071282,1.0
8.26,5.95,0.66,0.582,G0V,17.13258482864275,0.0
9.06,16.97,1.11,0.747,G6/G8V,20.208409211588382,0.0
9.13,2.9,1.36,0.2,A3III,16.44198998949478,1.0
8.5,1.03,0.77,1.236,K2IIICN...,13.564186123525861,1.0
6.32,12.37,0.55,0.39,F2/F3V,16.781848498145603,0.0
8.69,2.35,1.03,0.929,G8IV,15.545339311358681,0.0
8.02,2.23,0.67,-0.041,B9V,14.761524315240802,0.0
8.96,7.05,1.5,0.3,F0V,18.200945584956994,0.0
8.03,2.8,0.87,1.047,K0III,15.265790156711095,1.0
8.27,2.3,0.62,-0.047,B8IV,15.078639180087965,0.0
3.76,4.72,1.1,-0.113,B3Ve,12.129709993170438,0.0
9.28,3.46,0.89,0.504,F2III,16.975380493963883,1.0
8.31,7.17,0.86,0.311,F0IV,17.587595778339,0.0
7.6,4.1,0.63,0.103,A1V,15.663919283598677,0.0
8.18,0.84,0.75,1.631,M3III,12.801396430309408,1.0
7.68,3.17,0.59,1.286,K1IIICN...,15.185296311088756,1.0
4.13,6.49,1.06,-0.115,B6III,13.191223484001846,1.0
8.09,5.4,0.65,0.548,F6V,16.75196879911484,0.0
8.87,6.47,0.86,0.611,G0V,17.9245214033435,0.0
6.59,16.45,1.02,0.293,A9IV,17.670829511429964,0.0
8.91,4.75,0.74,0.474,F0/F2IV,17.293468048124332,0.0
8.47,1.54,0.75,1.057,K0/K1III,14.407603604182317,1.0
8.59,33.96,1.46,0.906,K2V,21.244838407859575,0.0
7.57,3.88,0.64,1.264,K2IV/V,15.514158627971037,0.0
7.91,3.04,0.65,0.85,G6III,15.32436791804377,1.0
8.85,2.41,0.68,0.02,A1IV,15.76008521287434,0.0
7.89,0.73,0.94,1.633,M3III,12.20661430060228,1.0
9.35,2.02,0.9,1.236,K1/K2III,15.87675684723312,1.0
